n_steps,audit_probability,return_fidelity,expected_score,classical_memory_bound,collective_classical_record_bound,raw_margin_above_classical,systematic_per_branch,null_slack,adjusted_margin,alpha,beta,planned_audit_trials,planned_return_trials,planned_total_trials,planning_feasible
155,0.8647766113950184,0.6245577748217552,0.7446671931083868,0.75,0.8535533905932737,-0.005332806891613195,0.005,0.005,-0.015332806891613204,0.01,0.1,0,0,0,False
156,0.8640470581722284,0.6226841014972899,0.7433655798347591,0.75,0.8535533905932737,-0.006634420165240851,0.005,0.005,-0.01663442016524086,0.01,0.1,0,0,0,False
157,0.8633189640558839,0.6208160491927981,0.742067506624341,0.75,0.8535533905932737,-0.007932493375659044,0.005,0.005,-0.017932493375659053,0.01,0.1,0,0,0,False
158,0.8625923261277721,0.6189536010452197,0.7407729635864959,0.75,0.8535533905932737,-0.009227036413504086,0.005,0.005,-0.019227036413504095,0.01,0.1,0,0,0,False
159,0.8618671414755166,0.617096740242084,0.7394819408588003,0.75,0.8535533905932737,-0.010518059141199743,0.005,0.005,-0.02051805914119975,0.01,0.1,0,0,0,False
160,0.8611434071925655,0.6152454500213578,0.7381944286069617,0.75,0.8535533905932737,-0.011805571393038283,0.005,0.005,-0.021805571393038292,0.01,0.1,0,0,0,False
161,0.8604211203781804,0.6133997136712936,0.736910417024737,0.75,0.8535533905932737,-0.01308958297526297,0.005,0.005,-0.02308958297526298,0.01,0.1,0,0,0,False
162,0.8597002781374241,0.6115595145302798,0.7356298963338519,0.75,0.8535533905932737,-0.014370103666148104,0.005,0.005,-0.024370103666148113,0.01,0.1,0,0,0,False
163,0.8589808775811492,0.6097248359866889,0.734352856783919,0.75,0.8535533905932737,-0.01564714321608096,0.005,0.005,-0.02564714321608097,0.01,0.1,0,0,0,False
164,0.8582629158259869,0.6078956614787289,0.7330792886523578,0.75,0.8535533905932737,-0.01692071134764217,0.005,0.005,-0.02692071134764218,0.01,0.1,0,0,0,False
165,0.857546389994335,0.6060719744942927,0.7318091822443138,0.75,0.8535533905932737,-0.018190817755686206,0.005,0.005,-0.028190817755686215,0.01,0.1,0,0,0,False
166,0.8568312972143463,0.6042537585708098,0.730542527892578,0.75,0.8535533905932737,-0.01945747210742199,0.005,0.005,-0.029457472107422,0.01,0.1,0,0,0,False
167,0.8561176346199175,0.6024409972950974,0.7292793159575075,0.75,0.8535533905932737,-0.0207206840424925,0.005,0.005,-0.030720684042492508,0.01,0.1,0,0,0,False
168,0.8554053993506777,0.6006336743032121,0.7280195368269449,0.75,0.8535533905932737,-0.02198046317305513,0.005,0.005,-0.03198046317305514,0.01,0.1,0,0,0,False
169,0.8546945885519763,0.5988317732803025,0.7267631809161395,0.75,0.8535533905932737,-0.02323681908386055,0.005,0.005,-0.03323681908386056,0.01,0.1,0,0,0,False
170,0.8539851993748724,0.5970352779604615,0.725510238667667,0.75,0.8535533905932737,-0.02448976133233305,0.005,0.005,-0.03448976133233306,0.01,0.1,0,0,0,False
171,0.8532772289761227,0.5952441721265801,0.7242607005513514,0.75,0.8535533905932737,-0.02573929944864861,0.005,0.005,-0.03573929944864862,0.01,0.1,0,0,0,False
172,0.8525706745181705,0.5934584396102004,0.7230145570641855,0.75,0.8535533905932737,-0.026985442935814508,0.005,0.005,-0.036985442935814516,0.01,0.1,0,0,0,False
173,0.851865533169134,0.5916780642913698,0.7217717987302519,0.75,0.8535533905932737,-0.02822820126974812,0.005,0.005,-0.03822820126974813,0.01,0.1,0,0,0,False
174,0.8511618021027958,0.5899030300984957,0.7205324161006457,0.75,0.8535533905932737,-0.029467583899354333,0.005,0.005,-0.03946758389935434,0.01,0.1,0,0,0,False
175,0.8504594784985903,0.5881333210082003,0.7192963997533952,0.75,0.8535533905932737,-0.03070360024660479,0.005,0.005,-0.0407036002466048,0.01,0.1,0,0,0,False
176,0.8497585595415931,0.5863689210451756,0.7180637402933843,0.75,0.8535533905932737,-0.03193625970661573,0.005,0.005,-0.04193625970661574,0.01,0.1,0,0,0,False
177,0.8490590424225098,0.5846098142820401,0.716834428352275,0.75,0.8535533905932737,-0.033165571647725045,0.005,0.005,-0.043165571647725054,0.01,0.1,0,0,0,False
178,0.8483609243376649,0.582855984839194,0.7156084545884294,0.75,0.8535533905932737,-0.034391545411570634,0.005,0.005,-0.04439154541157064,0.01,0.1,0,0,0,False
179,0.8476642024889895,0.5811074168846764,0.714385809686833,0.75,0.8535533905932737,-0.03561419031316704,0.005,0.005,-0.04561419031316705,0.01,0.1,0,0,0,False
180,0.8469688740840116,0.5793640946340224,0.713166484359017,0.75,0.8535533905932737,-0.03683351564098303,0.005,0.005,-0.04683351564098304,0.01,0.1,0,0,0,False
181,0.8462749363358435,0.5776260023501203,0.7119504693429819,0.75,0.8535533905932737,-0.038049530657018105,0.005,0.005,-0.048049530657018114,0.01,0.1,0,0,0,False
182,0.8455823864631717,0.5758931243430699,0.7107377554031209,0.75,0.8535533905932737,-0.0392622445968791,0.005,0.005,-0.04926224459687911,0.01,0.1,0,0,0,False
183,0.8448912216902454,0.5741654449700407,0.7095283333301431,0.75,0.8535533905932737,-0.04047166666985691,0.005,0.005,-0.05047166666985692,0.01,0.1,0,0,0,False
184,0.8442014392468651,0.5724429486351306,0.7083221939409978,0.75,0.8535533905932737,-0.041677806059002176,0.005,0.005,-0.051677806059002185,0.01,0.1,0,0,0,False
185,0.8435130363683713,0.5707256197892252,0.7071193280787982,0.75,0.8535533905932737,-0.04288067192120182,0.005,0.005,-0.05288067192120183,0.01,0.1,0,0,0,False
186,0.8428260102956345,0.5690134429298574,0.7059197266127459,0.75,0.8535533905932737,-0.044080273387254065,0.005,0.005,-0.054080273387254074,0.01,0.1,0,0,0,False
187,0.8421403582750433,0.5673064026010679,0.7047233804380556,0.75,0.8535533905932737,-0.0452766195619444,0.005,0.005,-0.05527661956194441,0.01,0.1,0,0,0,False
188,0.8414560775584932,0.5656044833932647,0.703530280475879,0.75,0.8535533905932737,-0.046469719524121045,0.005,0.005,-0.056469719524121054,0.01,0.1,0,0,0,False
189,0.8407731654033762,0.5639076699430849,0.7023404176732306,0.75,0.8535533905932737,-0.04765958232676937,0.005,0.005,-0.057659582326769376,0.01,0.1,0,0,0,False
190,0.8400916190725694,0.5622159469332557,0.7011537830029125,0.75,0.8535533905932737,-0.048846216997087466,0.005,0.005,-0.058846216997087475,0.01,0.1,0,0,0,False
191,0.8394114358344242,0.560529299092456,0.6999703674634401,0.75,0.8535533905932737,-0.0500296325365599,0.005,0.005,-0.06002963253655991,0.01,0.1,0,0,0,False
192,0.8387326129627555,0.5588477111951785,0.6987901620789669,0.75,0.8535533905932737,-0.05120983792103306,0.005,0.005,-0.06120983792103307,0.01,0.1,0,0,0,False
193,0.8380551477368299,0.557171168061593,0.6976131578992114,0.75,0.8535533905932737,-0.05238684210078859,0.005,0.005,-0.0623868421007886,0.01,0.1,0,0,0,False
194,0.8373790374413562,0.5554996545574082,0.6964393459993823,0.75,0.8535533905932737,-0.05356065400061771,0.005,0.005,-0.06356065400061772,0.01,0.1,0,0,0,False
195,0.8367042793664735,0.5538331555937359,0.6952687174801047,0.75,0.8535533905932737,-0.05473128251989534,0.005,0.005,-0.06473128251989535,0.01,0.1,0,0,0,False
196,0.8360308708077406,0.5521716561269547,0.6941012634673477,0.75,0.8535533905932737,-0.055898736532652316,0.005,0.005,-0.06589873653265232,0.01,0.1,0,0,0,False
197,0.8353588090661251,0.5505151411585739,0.6929369751123495,0.75,0.8535533905932737,-0.05706302488765047,0.005,0.005,-0.06706302488765048,0.01,0.1,0,0,0,False
198,0.8346880914479928,0.5488635957350982,0.6917758435915455,0.75,0.8535533905932737,-0.058224156408454464,0.005,0.005,-0.06822415640845447,0.01,0.1,0,0,0,False
199,0.8340187152650969,0.5472170049478929,0.690617860106495,0.75,0.8535533905932737,-0.05938213989350505,0.005,0.005,-0.06938213989350506,0.01,0.1,0,0,0,False
200,0.8333506778345667,0.5455753539330492,0.689463015883808,0.75,0.8535533905932737,-0.060536984116192016,0.005,0.005,-0.07053698411619203,0.01,0.1,0,0,0,False
