n_steps,audit_weight,streaming_classical_memory_bound,exposed_audit_probability,exposed_return_fidelity,optimal_local_strength,optimal_strategy,collective_classical_record_bound,coherent_memory_algebraic_score
2,0.05,0.975,0.5,1.0,0.0,no_record,0.9756574397610112,1.0
2,0.06,0.97,0.5,1.0,0.0,no_record,0.9709564735726647,1.0
2,0.07,0.965,0.5,1.0,0.0,no_record,0.9663153439465615,1.0
2,0.08,0.9600000000000001,0.5,1.0,0.0,no_record,0.9617358552246078,1.0
2,0.09,0.9550000000000001,0.5,1.0,0.0,no_record,0.9572198595861733,1.0
2,0.1,0.9500000000000001,0.5,1.0,0.0,no_record,0.9527692569068709,1.0
2,0.11,0.9450000000000001,0.5,1.0,0.0,no_record,0.9483859944289073,1.0
2,0.12,0.94,0.5,1.0,0.0,no_record,0.9440720662234903,1.0
2,0.13,0.935,0.5,1.0,0.0,no_record,0.9398295124249849,1.0
2,0.14,0.9299999999999999,0.5,1.0,0.0,no_record,0.9356604182158392,1.0
2,0.15,0.9249999999999999,0.5,1.0,0.0,no_record,0.9315669125408017,1.0
2,0.16,0.9199999999999999,0.5,1.0,0.0,no_record,0.9275511665286389,1.0
2,0.17,0.9149999999999999,0.5,1.0,0.0,no_record,0.9236153915995027,1.0
2,0.18,0.91,0.5,1.0,0.0,no_record,0.9197618372363072,1.0
2,0.19,0.905,0.5,1.0,0.0,no_record,0.9159927883990299,1.0
2,0.2,0.9,0.5,1.0,0.0,no_record,0.9123105625617661,1.0
2,0.21,0.895,0.5,1.0,0.0,no_record,0.9087175063537162,1.0
2,0.22,0.89,0.5,1.0,0.0,no_record,0.9052159917870962,1.0
2,0.23,0.885,0.5,1.0,0.0,no_record,0.9018084120572888,1.0
2,0.24,0.88,0.5,1.0,0.0,no_record,0.8984971769034256,1.0
2,0.25,0.875,0.5,1.0,0.0,no_record,0.8952847075210475,1.0
2,0.26,0.87,0.5,1.0,0.0,no_record,0.8921734310225515,1.0
2,0.27,0.865,0.5,1.0,0.0,no_record,0.8891657744458009,1.0
2,0.28,0.86,0.5,1.0,0.0,no_record,0.8862641583165594,1.0
2,0.29,0.855,0.5,1.0,0.0,no_record,0.8834709897762802,1.0
2,0.3,0.85,0.5,1.0,0.0,no_record,0.8807886552931954,1.0
2,0.31,0.845,0.5,1.0,0.0,no_record,0.8782195129815489,1.0
2,0.32,0.84,0.5,1.0,0.0,no_record,0.8757658845611187,1.0
